name,phone,address,city,state,website,rating,vertical,source
Hanson Contracting LLC,(218) 766-0234,"8511 White Oak St NE, Bemidji, MN 56601, USA",Bemidji,MN,http://hansoncontractingllc.com/,5,electricians,google_places
Kemmer Electric LLC,(218) 333-8784,"23183 Treebark Dr, Bemidji, MN 56601, USA",Bemidji,MN,,4.5,electricians,google_places
Pater Electric,(218) 586-5212,"13219 Birchview Dr NE, Bemidji, MN 56601, USA",Bemidji,MN,,5,electricians,google_places
Hand Electric Inc.,(218) 586-3573,"7200 Island View Dr NE, Bemidji, MN 56601, USA",Bemidji,MN,,3,electricians,google_places
Shogren Electric,(218) 368-1664,"6153 Balsam Rd NW, Bemidji, MN 56601, USA",Bemidji,MN,http://shogrenelectric.com/,4.3,electricians,google_places
Lake Country Electric Inc,(218) 751-9773,"3608 Division St W, Bemidji, MN 56601, USA",Bemidji,MN,,4.2,electricians,google_places
Haubrich Electric Inc,(218) 759-1048,"4006 Bel Tree Dr NE, Bemidji, MN 56601, USA",Bemidji,MN,,5,electricians,google_places
D-L Electric Inc.,(218) 308-7610,"812 Briar Ln NE, Bemidji, MN 56601, USA",Bemidji,MN,,3.7,electricians,google_places
Swenson's Electric,(218) 751-4315,"1502 Butternut Ln NE, Bemidji, MN 56601, USA",Bemidji,MN,,3,electricians,google_places
Hanson Electric,(218) 751-5833,"3125 Bemidji Ave N, Bemidji, MN 56601, USA",Bemidji,MN,,3.7,electricians,google_places
Becker Electrical LLP,(218) 407-9100,"47733 US-71, Laporte, MN 56461, USA",Bemidji,MN,,5,electricians,google_places
Perkins Electric,(218) 444-1422,"Bemidji, MN 56601, USA",Bemidji,MN,https://usmapiqs.org/details/perkins-electric-ChIJUzM,5,electricians,google_places
"Turtle River Electric, Inc",(218) 751-0286,"4357 Minnkota Ave NW, Bemidji, MN 56601, USA",Bemidji,MN,,3,electricians,google_places
Myers Electric,(218) 586-3406,"10413 Turtle River Lake Rd NE, Bemidji, MN 56601, USA",Bemidji,MN,,3,electricians,google_places
J C Custom Welding & Electric Inc,(218) 444-9353,"489 Amos Way NW, Bemidji, MN 56601, USA",Bemidji,MN,https://www.jccwe.com/,4.3,electricians,google_places
"Beltrami Electric Cooperative, Inc.",(218) 444-2540,"4111 Technology Dr NW, Bemidji, MN 56601, USA",Bemidji,MN,https://www.beltramielectric.com/,2.6,electricians,google_places
"Clearbrook Electric, Inc.",(218) 776-3995,"204 MN-92, Clearbrook, MN 56634, USA",Bemidji,MN,http://clearbrookelectric.com/,4.3,electricians,google_places
"Hometown Electric of Northern MN, Inc.",(218) 741-0440,"1907 S 15th Ave W, Virginia, MN 55792, USA",Virginia,MN,https://www.hometownelectricinc.com/,4.8,electricians,google_places
Nelson Collie Electric,(218) 741-8542,"621 9th St N, Virginia, MN 55792, USA",Virginia,MN,https://nelsoncollieelectric.com/,5,electricians,google_places
BK Electric LLC,(218) 741-4871,"816 4th St S, Virginia, MN 55792, USA",Virginia,MN,,5,electricians,google_places
Benson Automation and Electric,(218) 789-1235,"103 W Wisconsin Ave E, Gilbert, MN 55741, USA",Virginia,MN,http://www.bensonautomation.com/,4.9,electricians,google_places
Lanyk Electric,(651) 245-8163,"5555 Enterprise Dr NE, Virginia, MN 55792, USA",Virginia,MN,https://lanykelectric.com/,3,electricians,google_places
Norman's Electric,(218) 290-6976,"403 1st St N, Virginia, MN 55792, USA",Virginia,MN,https://www.normans-electric.com/,5,electricians,google_places
Aikey,(218) 969-4705,"301 12th St NW, Chisholm, MN 55719, USA",Virginia,MN,http://www.aikey.com/,4.8,electricians,google_places
Orion Electric,(218) 409-4143,"3860 Pleasant Lake Rd N, Eveleth, MN 55734, USA",Virginia,MN,https://orionwiring.wixsite.com/orion-electric,5,electricians,google_places
218 Electric LLC,(218) 259-5412,"206 Jessie St Box 308, Marble, MN 55764, USA",Virginia,MN,,5,electricians,google_places
Malton Electric Co,(218) 741-8252,"1505 Chestnut St, Virginia, MN 55792, USA",Virginia,MN,http://www.maltonelectric.com/,5,electricians,google_places
Absolute Electric of Central MN LLC,(320) 733-4179,"25126 185th Ave, Fort Ripley, MN 56449, USA",Virginia,MN,https://absoluteelectricllc.com/,4.9,electricians,google_places
Tromco Electric LLC,(218) 440-1851,"1440 E 34th St, Hibbing, MN 55746, USA",Hibbing,MN,https://tromcoelectric.com/,4.3,electricians,google_places
Iron Range Electric LLC,(218) 966-1898,"1109 Minnesota St, Hibbing, MN 55746, USA",Hibbing,MN,https://ironrangeelectric.com/,4,electricians,google_places
Hart Electric,(218) 262-5087,"1959 MN-37, Hibbing, MN 55746, USA",Hibbing,MN,http://www.hartelectricofnorthernmn.com/,4.2,electricians,google_places
AmpedUp LLC,(218) 969-6141,"114 9th St NE, Chisholm, MN 55719, USA",Hibbing,MN,http://ampedupmn.com/,5,electricians,google_places
USA Electric LLC,(218) 966-3071,"2009 E 35th St, Hibbing, MN 55746, USA",Hibbing,MN,,3.2,electricians,google_places
Ed's Electric,(218) 929-4251,"2730 19th Ave E, Hibbing, MN 55746, USA",Hibbing,MN,,5,electricians,google_places
Ryan's Independent Electric,(218) 254-4931,"108 1st Ave SW, Chisholm, MN 55719, USA",Hibbing,MN,https://www.independentelectricchisholm.com/,4.1,electricians,google_places
Skoglund Electric LLC,(218) 360-9269,"17 Horseshoe Dr, Grand Rapids, MN 55744, USA",Hibbing,MN,,4.8,electricians,google_places
Hopkins Electric,(218) 326-2554,"4204 US-169, Grand Rapids, MN 55744, USA",Hibbing,MN,https://hopkinselectric.jobbersites.com/,4.6,electricians,google_places
North American Electric,(218) 969-4548,"6315 Long Lake Rd, Chisholm, MN 55719, USA",Hibbing,MN,https://usmaperx.org/details/north-american-electric-ChIJb3y,5,electricians,google_places
SC Electric LLC,(218) 966-4675,"4324 1st Ave, Hibbing, MN 55746, USA",Hibbing,MN,,,electricians,google_places
Webb Electric of Grand Rapids Inc.,(616) 451-2298,"1675 Michigan St NE B, Grand Rapids, MI 49503, USA",Grand Rapids,MN,http://grand-rapids-electric.com/,4.9,electricians,google_places
Electrician Guys Grand Rapids,(616) 228-9198,"2146 McKee Ave SW, Grand Rapids, MI 49503, USA",Grand Rapids,MN,http://www.electricianguysgrandrapids.com/,4.9,electricians,google_places
Pokegama Electric Inc,(218) 326-6290,"32200 Southwood Rd, Grand Rapids, MN 55744, USA",Grand Rapids,MN,https://usmapiqs.org/details/pokegama-electric-inc-ChIJo--,5,electricians,google_places
Butler Electric,(616) 643-8287,"2344 Knapp Forest Ct, Grand Rapids, MI 49525, USA",Grand Rapids,MN,http://www.butlerelectricservice.com/,4.9,electricians,google_places
Control Electric,(616) 956-7799,"6725 Old 28th St SE, Grand Rapids, MI 49546, USA",Grand Rapids,MN,https://www.controlelectricinc.com/,4.9,electricians,google_places
Venture Electric LLC,(218) 259-8098,"PO Box 52, 505 NW 1st Ave, Grand Rapids, MN 55744, USA",Grand Rapids,MN,,4.5,electricians,google_places
Bergstrom Electric,(218) 732-8304,"1104 BIrch St, Park Rapids, MN 56470, USA",Grand Rapids,MN,https://www.bergstromelectric.com/park-rapids-mn,5,electricians,google_places
Hansen's Electric,(218) 732-3818,"613 N Central Ave, Park Rapids, MN 56470, USA",Grand Rapids,MN,http://hansenselectric.com/,4.6,electricians,google_places
Amp Electric Heating & Air,(616) 779-7725,"1549 Richmond St NW, Grand Rapids, MI 49504, USA",Grand Rapids,MN,https://ampelectrichvac.com/area/grand-rapids-mi-electrical-services/?utm_source=google&utm_medium=organic&utm_campaign=gbp_grand_rapids,5,electricians,google_places
Vision Electrical Services Inc,(218) 207-2340,"8450 Wise Rd Suite 100, Brainerd, MN 56401, USA",Brainerd,MN,https://www.visionelectricalservices.com/,5,electricians,google_places
"Swenson Electric, llc",(218) 821-2857,"16212 Miles Cir NW, Brainerd, MN 56401, USA",Brainerd,MN,http://www.swensonelectricmn.com/,5,electricians,google_places
Electric Etc,(218) 692-3000,"724 Washington St, Brainerd, MN 56401, USA",Brainerd,MN,https://www.northcountryplumbing.com/,4.9,electricians,google_places
Wheeler Electric Inc,(218) 820-7921,"16408 Eagle Bluff Dr, Brainerd, MN 56401, USA",Brainerd,MN,http://www.wheelerelectricinc.com/,4.6,electricians,google_places
Jim's Electric Co Inc,(218) 828-0250,"8296 Industrial Park Rd S, Baxter, MN 56425, USA",Brainerd,MN,https://www.jimselectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_id=2060digital,3.9,electricians,google_places
Precision Electrical,(218) 825-0378,"6330 Pine Beach Rd, Brainerd, MN 56401, USA",Brainerd,MN,http://precisionelectricalmn.com/,3.7,electricians,google_places
Holden Electric Co,(218) 829-4759,"7669 College Rd, Baxter, MN 56425, USA",Brainerd,MN,http://www.holdenelectric.com/,4.5,electricians,google_places
"Service Today Heating, Cooling, & Electrical Repair",(612) 800-0354,"5307 Birchdale Rd, Brainerd, MN 56401, USA",Brainerd,MN,https://servicetoday247.com/minneapolis/electrician/electrical-repair/?utm_campaign=gmb,4.5,electricians,google_places
Hoffbeck Electric & Design LLC,(218) 963-9568,"1397 Little John Rd, Lake Shore, MN 56468, USA",Brainerd,MN,http://www.hoffbeckelectric.com/,4.2,electricians,google_places
Radtke Service LLC,(218) 454-1035,"13176 MN-25, Brainerd, MN 56401, USA",Brainerd,MN,http://www.radtkeservicellc.com/,4.7,electricians,google_places
"Electrical Options, LLC",(218) 828-7062,"804 Mill Ave, Brainerd, MN 56401, USA",Brainerd,MN,http://electricaloptionsmn.com/,4,electricians,google_places
"Evergreen Electrical Contractors, Inc.",(218) 765-3500,"25653 Blue Bonnet Rd, Merrifield, MN 56465, USA",Brainerd,MN,http://evergreenelectricmn.com/,4.4,electricians,google_places
"Timber Ridge Electric, Inc.",(218) 232-0296,"16730 Co Rd 109, Merrifield, MN 56465, USA",Brainerd,MN,http://timberridgeelectric.com/,4.7,electricians,google_places
Magnum Electrical Contractors,(218) 825-7226,"522 11th Ave NE, Brainerd, MN 56401, USA",Brainerd,MN,http://www.magnumelectricalmn.com/,2.6,electricians,google_places
Midwest Electric and Generator,(218) 270-4069,"7771 College Rd suite 300, Baxter, MN 56425, USA",Brainerd,MN,https://midwestgenerators.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=baxter,5,electricians,google_places
Heidmann & Heidmann Electric,(218) 825-8799,"704 Oak St, Brainerd, MN 56401, USA",Brainerd,MN,,,electricians,google_places
Dixon Mechanical Electric,(218) 829-6870,"7256 Woida Rd N, Baxter, MN 56425, USA",Brainerd,MN,,4.9,electricians,google_places
Aquarius Home Services,(218) 208-4211,"13534 Cypress Dr S, Baxter, MN 56425, USA",Brainerd,MN,https://aquariushomeservices.com/locations/baxter-mn/?utm_source=Google&utm_medium=organic&utm_campaign=gbp+listing&utm_content=baxter,4.9,electricians,google_places
Burt Electric,(218) 829-8922,"701 Charles St, Brainerd, MN 56401, USA",Brainerd,MN,,,electricians,google_places
Central Minnesota Electric Inc.,(320) 632-3946,"1805 Haven Rd, Little Falls, MN 56345, USA",Little Falls,MN,https://centralminnesotaelectric.com/,4.5,electricians,google_places
Jim's Electric Co Inc,(320) 632-2327,"Little Falls, MN 56345, USA",Little Falls,MN,https://www.jimselectric.com/,5,electricians,google_places
Big Dave's Electric Inc,,"15952 Rocheleau Rd, Little Falls, MN 56345, USA",Little Falls,MN,,5,electricians,google_places
Hauer Brothers Electric,(320) 632-8886,"122 1st Ave SE, Little Falls, MN 56345, USA",Little Falls,MN,,2.3,electricians,google_places
Alexandria Electric,(320) 763-5222,"620 Oak St, Alexandria, MN 56308, USA",Alexandria,MN,http://alexelec.com/,4.6,electricians,google_places
"Ellingson Plumbing, Heating, A/C & Electrical",(320) 762-8645,"2510 S Broadway St, Alexandria, MN 56308, USA",Alexandria,MN,https://www.ellingsons.com/,4.7,electricians,google_places
Becker Electric llc,(320) 760-0424,"611 Myrtle Ave, Browerville, MN 56438, USA",Alexandria,MN,https://becker-electric.com/,5,electricians,google_places
Sid's Electric Inc,(320) 760-0391,"3850 Centennial Dr NW, Garfield, MN 56332, USA",Alexandria,MN,http://www.sidselectric.com/,5,electricians,google_places
Rudy's Electric Inc,(320) 763-6216,"614 Nokomis St, Alexandria, MN 56308, USA",Alexandria,MN,,3.7,electricians,google_places
TYTAN Electric,(320) 815-0884,"11637 County Rd 87, Alexandria, MN 56308, USA",Alexandria,MN,,5,electricians,google_places
Warren's Electric,(320) 762-1757,"3720 39th Ave NE, Alexandria, MN 56308, USA",Alexandria,MN,,4,electricians,google_places
"Jolt Electric, INC.",(320) 491-7012,"3507 Dakota St, Alexandria, MN 56308, USA",Alexandria,MN,https://joltelectricmn.com/,,electricians,google_places
Vinco Electric,(320) 762-7922,"7988 MN-29, Alexandria, MN 56308, USA",Alexandria,MN,http://www.vinco-inc.com/,3,electricians,google_places
Lennes Bros Electric,(320) 762-1500,"2605 Aga Dr Ste 7, Alexandria, MN 56308, USA",Alexandria,MN,http://lennesbroselectric.com/,4,electricians,google_places
"Mill Lake Electric, LLC",(320) 491-9003,"8380 County Rd 4 SW, Alexandria, MN 56308, USA",Alexandria,MN,,5,electricians,google_places
Mark's Electric,(320) 762-2380,"8353 MN-114 sw, Alexandria, MN 56308, USA",Alexandria,MN,,5,electricians,google_places
TT Electric LLC,(605) 999-8944,"26110 423rd Ave, Alexandria, SD 57311, USA",Alexandria,MN,https://ttelectricllc.com/,5,electricians,google_places
Aquarius Home Services,(320) 200-5091,"1103 N Nokomis NE, Alexandria, MN 56308, USA",Alexandria,MN,https://aquariushomeservices.com/locations/alexandria-mn/,4.9,electricians,google_places
Tom KIeffer & Sons Electric,(320) 760-6731,"2170 Pleasant View Ln NW, Alexandria, MN 56308, USA",Alexandria,MN,http://tomkiefferandsonselectric.com/,,electricians,google_places
Walsh Electric,(703) 451-6622,"5700 General Washington Dr Ste G, Alexandria, VA 22312, USA",Alexandria,MN,https://walshelectricalservice.com/,4.7,electricians,google_places
Ron Carlson Electric,(320) 762-2812,"1205 Melvina Rd SW, Alexandria, MN 56308, USA",Alexandria,MN,https://www.minnesota-electrician.com/electrician-in-alexandria/,5,electricians,google_places
Automated Technologies,(320) 219-6578,"2510 S Broadway St, Alexandria, MN 56308, USA",Alexandria,MN,https://automatedtech.net/,,electricians,google_places
Pro Fix Inc,(320) 763-3071,"1209 3rd Ave E, Alexandria, MN 56308, USA",Alexandria,MN,https://profix-inc.com/,4.9,electricians,google_places
Turchin Electric,(218) 205-0302,"22350 249th Ave, Fergus Falls, MN 56537, USA",Fergus Falls,MN,http://turchinelectric.com/,5,electricians,google_places
Premier Electric Inc,(218) 770-4589,"23100 Co Hwy 1, Fergus Falls, MN 56537, USA",Fergus Falls,MN,https://www.facebook.com/premierelect/,4.8,electricians,google_places
"Otter Electric, LLC",(218) 998-0626,"503 S Sherman St, Fergus Falls, MN 56537, USA",Fergus Falls,MN,,5,electricians,google_places
Rude Electric LLC,(218) 671-3035,"24128 Co Hwy 27, Fergus Falls, MN 56537, USA",Fergus Falls,MN,http://www.rudeelectric.com/,5,electricians,google_places
Knutson Electric Rebuilding,(218) 736-7065,"1516 N 1st Ave, Fergus Falls, MN 56537, USA",Fergus Falls,MN,,4.9,electricians,google_places
DR Electrical Solutions,(226) 383-2200,"150 Milligan St, Fergus, ON N1M 3S4, Canada",Fergus Falls,MN,http://www.drelectricalsolutions.com/,5,electricians,google_places
Jb Electric,(218) 770-9153,"325 S Sheridan St, Fergus Falls, MN 56537, USA",Fergus Falls,MN,,,electricians,google_places
Grand Electric,(519) 760-5998,"8043 Eramosa Garafraxa Townline, Fergus, ON N1M 2W5, Canada",Fergus Falls,MN,http://www.grand-electric.ca/,4.9,electricians,google_places
Lil Bob's Electric,(218) 770-0673,"1905 E Fir Ave, Fergus Falls, MN 56537, USA",Fergus Falls,MN,,5,electricians,google_places
Precision Electric LLC,(218) 367-2232,"102 Co Hwy 1, Ottertail, MN 56571, USA",Fergus Falls,MN,http://precisionelectricllc.com/,4.8,electricians,google_places
Vinco Electric,(218) 739-6038,"23055 Co Hwy 1, Fergus Falls, MN 56537, USA",Fergus Falls,MN,http://www.vinco-inc.com/,3.9,electricians,google_places
Deuce Electric LLC,(218) 736-6189,"529 W Cavour Ave, Fergus Falls, MN 56537, USA",Fergus Falls,MN,,5,electricians,google_places
"AJ's Electric, LLC",(218) 371-7188,"48567 428th St, Perham, MN 56573, USA",Fergus Falls,MN,,5,electricians,google_places
Zitzow Electric,(218) 841-8643,"49605 Co Hwy 17, Vergas, MN 56587, USA",Fergus Falls,MN,http://www.zitzowelectric.com/,4.6,electricians,google_places
"Red River Electric, Inc.",(218) 998-2553,"225 W Lincoln Ave #109, Fergus Falls, MN 56537, USA",Fergus Falls,MN,http://www.redriverelectric.com/,,electricians,google_places
B & M Electric,(218) 847-1946,"30614 Sunset Ave, Detroit Lakes, MN 56501, USA",Fergus Falls,MN,https://www.bmelectricdl.com/,5,electricians,google_places
Schatts Electric,(218) 847-5255,"521 S Shore Dr, Detroit Lakes, MN 56501, USA",Fergus Falls,MN,http://schattselectric.com/,5,electricians,google_places
Eagle Lake Electric,(218) 747-2986,"34802 140th St, Battle Lake, MN 56515, USA",Fergus Falls,MN,http://eaglelakeelectric.net/,5,electricians,google_places
Summerville Electric,(218) 643-3435,"110 3rd St N #1, Breckenridge, MN 56520, USA",Fergus Falls,MN,https://summervilleelectric.com/,4.4,electricians,google_places
CORE Electric,(507) 360-5426,"1727 Grand Ave, Worthington, MN 56187, USA",Worthington,MN,https://www.facebook.com/profile.php?id=100091310310711,5,electricians,google_places
Worthington Electric Inc,(507) 376-4535,"1437 Minnesota Dr, Worthington, MN 56187, USA",Worthington,MN,https://www.minnesota-electrician.com/electrician-in-worthington/,4.5,electricians,google_places
RT Electric,(507) 360-2514,"423 Olander St, Worthington, MN 56187, USA",Worthington,MN,,4.7,electricians,google_places
Electric Motor Co,(507) 376-4665,"229 11th St, Worthington, MN 56187, USA",Worthington,MN,,5,electricians,google_places
Ken Meyer Electric,(507) 376-4356,"2010 Spruce Ave, Worthington, MN 56187, USA",Worthington,MN,,5,electricians,google_places
Echo Electric Supply,(507) 372-7767,"1495 Darling Dr, Worthington, MN 56187, USA",Worthington,MN,https://www.echogroupinc.com/,4.7,electricians,google_places
Henning Electric LLC,(507) 227-9522,"21316 300th St, Rushmore, MN 56168, USA",Worthington,MN,,5,electricians,google_places
Okabena Electric,(507) 822-3793,"109 N Grove St, Okabena, MN 56161, USA",Worthington,MN,,5,electricians,google_places
Dan's Electric,(507) 376-9066,"920 Flower Ln # 3, Worthington, MN 56187, USA",Worthington,MN,,,electricians,google_places
Hoffman Electric,(320) 583-5995,"135 3rd Ave SE, Hutchinson, MN 55350, USA",Hutchinson,MN,https://www.hoffmanelectricmn.com/,5,electricians,google_places
"Northern Electrical Solutions, LLC",(320) 262-1639,"945 5th Ave SE Unit 7A, Hutchinson, MN 55350, USA",Hutchinson,MN,http://www.northernelectricalmn.com/,5,electricians,google_places
e2 Electrical Services Inc.,(320) 234-8330,"15895 Hwy 7 East, Hutchinson, MN 55350-5736, 15893 MN-7, Hutchinson, MN 55350, USA",Hutchinson,MN,http://e2electrical.com/,4.8,electricians,google_places
Service Plus Electrical Solutions,(620) 931-0614,"1300 E 4th Ave, Hutchinson, KS 67501, USA",Hutchinson,MN,http://servicepluselectrical.com/,5,electricians,google_places
Hutch Electric,(320) 587-3360,"35 Washington Ave E, Hutchinson, MN 55350, USA",Hutchinson,MN,,5,electricians,google_places
Kraft Electric Inc,(620) 662-1134,"840 W 5th Ave, Hutchinson, KS 67501, USA",Hutchinson,MN,https://www.kraftelectric.com/,4.9,electricians,google_places
Bradley Security & Electric LLC,(866) 927-2353,"306 MN-7, Hutchinson, MN 55350, USA",Hutchinson,MN,http://www.bradleysecurity.com/,5,electricians,google_places
GEB Electric,(320) 587-6590,"904 MN-15, Hutchinson, MN 55350, USA",Hutchinson,MN,https://www.minnesota-electrician.com/electrician-in-hutchinson/,5,electricians,google_places
Eck Services,(620) 203-2485,"419 W 2nd Ave, Hutchinson, KS 67501, USA",Hutchinson,MN,https://eckelectric.com/service-areas/hutchinson/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing,4.9,electricians,google_places
T&B Electric LLC,(620) 899-0781,"722 E 4th Ave, Hutchinson, KS 67501, USA",Hutchinson,MN,http://www.tb-electric.com/,4.2,electricians,google_places
Chaffin Electric,(620) 802-1435,"615 N Main St a, South Hutchinson, KS 67505, USA",Hutchinson,MN,http://www.chaffinelectric.com/,4.3,electricians,google_places
Rod Portele Electric Inc,(320) 587-6586,"546 2nd Ave SE, Hutchinson, MN 55350, USA",Hutchinson,MN,,3.8,electricians,google_places
Paul's Electric Inc,(507) 233-5735,"19 N Front St, New Ulm, MN 56073, USA",New Ulm,MN,https://paulselectricinc.com/,4.7,electricians,google_places
"Valley View Electric, Inc.",(507) 233-9457,"18205 MN-15, New Ulm, MN 56073, USA",New Ulm,MN,http://www.valleyviewelecmn.com/,4,electricians,google_places
N U Current Electric Inc,(507) 276-5234,"12785 184th St, New Ulm, MN 56073, USA",New Ulm,MN,http://www.nucurrentelectric.com/,4.9,electricians,google_places
Full Service Electric,(507) 359-2009,"1119 N Front St, New Ulm, MN 56073, USA",New Ulm,MN,https://usmapol.org/details/full-service-electric-ChIJTd1,4.8,electricians,google_places
Nu Current Electric Inc,(507) 276-5234,"1234 Main St, New Ulm, MN 56073, USA",New Ulm,MN,http://nucurrentelectric.com/,5,electricians,google_places
Zinniel Electric Co,(800) 817-7930,"107 Fergus Ave, Morgan, MN 56266, USA",New Ulm,MN,,3,electricians,google_places
Rolloff Electric,(507) 354-4860,"21029 MN-15, New Ulm, MN 56073, USA",New Ulm,MN,,4.2,electricians,google_places
Sleepy Eye Electric,(507) 794-6099,"220 Main St W, Sleepy Eye, MN 56085, USA",New Ulm,MN,https://www.facebook.com/Sleepy-Eye-Electric-Co-128593590544889/,4.8,electricians,google_places
Isenberg Electric,(507) 228-8901,"700 9th St, Lafayette, MN 56054, USA",New Ulm,MN,,5,electricians,google_places
Friday Electric LLC,(507) 947-3178,"631 E Blue Earth St, Lake Crystal, MN 56055, USA",New Ulm,MN,,5,electricians,google_places
C B Electric,(507) 354-9711,"5 S Valley St, New Ulm, MN 56073, USA",New Ulm,MN,,,electricians,google_places
Gappa Electric,(507) 642-3382,"308 Drew Ave NE, Madelia, MN 56062, USA",New Ulm,MN,https://usmapol.org/details/gappa-electric-ChIJkb3,5,electricians,google_places
Alwin Electric Contracting Inc,(507) 354-4187,"60918 Co Rd 21, New Ulm, MN 56073, USA",New Ulm,MN,,,electricians,google_places
Valley Electric,(218) 281-4282,"402 5th Ave S, Crookston, MN 56716, USA",Crookston,MN,,5,electricians,google_places
Jacks Electric,(218) 281-6431,"Crookston, MN 56716, USA",Crookston,MN,https://www.minnesota-electrician.com/electrician-in-crookston/,5,electricians,google_places
RBB Electric,(218) 289-3824,"310 3rd Ave SW, Crookston, MN 56716, USA",Crookston,MN,https://www.rbbelectric.com/,,electricians,google_places
Hulst Electric Inc,(218) 281-3492,"904 Washington Ave, Crookston, MN 56716, USA",Crookston,MN,,4,electricians,google_places
RBB Electric,(218) 281-3481,"122 S Main St B, Crookston, MN 56716, USA",Crookston,MN,http://www.rbbelectric.com/,,electricians,google_places
Falls Electric,(218) 681-7299,"720 Dawn Ave, Thief River Falls, MN 56701, USA",Thief River Falls,MN,http://fallselectric.com/,5,electricians,google_places
HUDSON ELECTRIC,,"1704 1st St E, Thief River Falls, MN 56701, USA",Thief River Falls,MN,,5,electricians,google_places
Bergstrom Electric,(218) 681-7422,"1401 3rd St W, Thief River Falls, MN 56701, USA",Thief River Falls,MN,https://www.bergstromelectric.com/thief-river-falls-mn,4,electricians,google_places
Kieley Electric,(218) 633-3594,"17249 US-59, Thief River Falls, MN 56701, USA",Thief River Falls,MN,https://kieleyelectricgraftonnd.com/,5,electricians,google_places
Eskeli Electric LLC,(218) 688-8291,"18125 240th Ave SE, Plummer, MN 56748, USA",Thief River Falls,MN,https://www.eskelielectric.com/,5,electricians,google_places
Fisher Electric's website is under construction,(218) 681-1884,"16598 150th St NE, Thief River Falls, MN 56701, USA",Thief River Falls,MN,,,electricians,google_places
Owen Electric,(218) 681-7158,"17250 152nd St NE, Thief River Falls, MN 56701, USA",Thief River Falls,MN,,,electricians,google_places
Bergerson Electric,(218) 681-4659,"318 Sherwood Ave N, Thief River Falls, MN 56701, USA",Thief River Falls,MN,,,electricians,google_places
